document_id,paragraph_id,doc_str,term_count
02_004_22c_042,3,grade fall,2
02_004_22c_042,5,correct experience happen fall magnitude practice work precise language reach goal great job make sure students norm everyone student student meet expectation try improve kind amount time redirections quick clear see start stop particular behavior frustrating,35
02_004_22c_042,6,outbursts kind random say something understand point appropriate like appropriate appropriate return behavior seconds,10
02_004_22c_042,7,things situation students appropriate stop behavior turn time talk please talk lunch alternate time appropriate help students particular second inappropriate time behavior let see try find example notes impressions appropriate class lot class time talk much time way shorten little bit specific address concern much time say please stop impersonation lunch share classroom norm combination help come conversation little bit little bit let little practice misbehaving student words possible behavior stop change anyone snacks pack lunch today snacks interrupt time anyone snack code,82
02_004_22c_042,8,snacks talk snack time lunch,3
02_004_22c_042,9,get comfortable track class rude interrupt tell wrong thing thing try improve practice letter level try say talk talk situation beautiful beautiful middle school children get things students noise,28
02_004_22c_042,10,age sense,1
02_004_22c_042,11,high school backwards middle school high school much much life choice precision language crucial middle schoolers goodness round practice question answer anything try,16
02_004_22c_042,12,main thing natural instinct shut right let stop try engage leverage natural instinct shut realize helpful conversation question short sweet phrases kind hey behavior appropriate redirect positive nurturing way sense,24
02_004_22c_042,13,big fan please stop x blank find version appreciate tension instinct move want come rude harsh abrasive situation together specific redirection conversation go stop share norm feelings good let try go great excited,23
02_004_22c_049,1,feel simulation,3
02_004_22c_049,2,crazy expect little assertive start,3
02_004_22c_049,3,kept calm demeanor simulation calm duck surface water top mad underneath moment work ways assertive goal beautiful goal way little bit specific behavior particular teacher okayif,20
02_004_22c_049,4,behavior students,3
02_004_22c_049,5,anything,0
02_004_22c_049,6,uh sorry little,3
02_004_22c_049,7,sorry behavior particular,3
02_004_22c_049,8,um say know know,5
02_004_22c_049,9,fine pick let say impersonation moment please make assertive ways go way statement question second precise quiet phrases quiet focus attention super super super subjective students think conversation side say phone video games way rephrase say something please stop succinct way direction authoritative way phrasing example impersonations way rephrase redirection pause see lips,45
02_004_22c_049,10,quiet ask direct attention know thing different words,8
02_004_22c_049,11,identifying different components redirection student things stop blank behavior stop component second bring student discussion say something please stop practice norm like see class combination elements get authoritative conversation let little practice student practice specific redirection bring norms conversation,41
02_004_22c_049,13,pretending nail go get polish locker,1
02_004_22c_049,14,ava,1
02_004_22c_049,15,polish nail,1
02_004_22c_049,16,chipped nail silent errr focus first part,3
02_004_22c_049,17,practice let give round imitating student polish file anyone clippers want bite,7
02_004_22c_049,18,ava please stop chipped nail give suggestion classroom norm,6
02_004_22c_049,19,um homework,1
02_004_22c_049,20,ok,1
02_004_22c_049,21,simulation try anything practice questions turn practice,7
02_004_22c_049,22,way pass fail,1
02_004_22c_049,23,grade,1
02_004_22c_049,24,know,1
02_004_22c_049,25,employee,0
02_004_22c_049,27,grade see employee,1
02_004_22c_049,30,need specific directions outcome,3
02_004_22c_049,31,stress low stakes practice sentence phrase restart sentence practice,5
02_004_22c_049,33,teacher good ready begin simulation,6
02_004_22c_049,34,mm hmm,1
02_004_22c_049,35,begin simulation,3
02_004_22c_050,1,tell experience tell feel experience,5
02_004_22c_050,2,feel bad hey focus kind let distractions bad students particular student aware distraction uh distractions student know today science many times drink juice spoon something get science spoons,18
02_004_22c_050,3,question ask start spoons class ask spoon,6
02_004_22c_050,4,interesting simulation feel stress levels little bit,6
02_004_22c_050,5,help thing well patient positive show students fun way let come turn negative situation skill practice round try specific redirection clear behavior see stop behavior see start example look please stop drinking soup straw clear open interpretation mean stop noise people class behavior particular redirect look notes,44
02_004_22c_050,6,behavior behavior students behavior,5
02_004_22c_050,7,behaviors anyone remember,2
02_004_22c_050,8,like little booping doo doo doo doo doo doo doo doo doo,19
02_004_22c_050,9,notes noises wait classes remember let wait classes,6
02_004_22c_050,10,class see see see,1
02_004_22c_050,11,practice round clear please stop noises making boops,8
02_004_22c_050,13,clear specificity expectation helpful address feeling everyone help classroom norm negative behavior conversation let practice tell stop try bring discussion,23
02_004_22c_050,15,ready,1
02_004_22c_050,17,student's voice anyone extra thread needle thread,3
02_004_22c_050,18,hey,1
02_004_22c_050,19,thread,0
02_004_22c_050,20,knit sew wait stop right let let ask needle classmates sew class right class expectations expect,15
02_004_22c_050,21,nice,1
02_004_22c_050,22,perfect,1
02_004_22c_050,23,feel practice,2
02_004_22c_050,24,good little specific ask ask needle sew class ask needle thing needle specific tell,10
02_004_22c_050,25,keep little bit please stop sewing end world make little bit redirection bring right classroom norms first place say try redirect,21
02_004_22c_050,26,sounds good,3
02_004_22c_050,27,questions,1
02_004_22c_050,28,simulations lot calmer,2
02_004_22c_050,29,great first person world history behavioral redirections much round try specific redirection work first time try redirection great,17
02_004_22c_053,1,fee simulation talk,2
02_004_22c_053,2,weird day expectations outline basic ground rules syllabus talk classroom expectations success,8
02_004_22c_053,4,hard gotten first ground rule set,3
02_004_22c_053,5,nothing rely,0
02_004_22c_053,6,cuz go chain command bit outline syllabus hey first times warnings raise like conversation outside,6
02_004_22c_053,8,student parent conference end result referral,3
02_004_22c_053,9,thing kind think like environment think end environments redirect students students lunchroom kind useful thing feel comfortable right enact consequences important try set behaviors acceptable acceptable work spot thing well misbehavior hard focus task right get conversation talk ignore attempt redirection order accomplish objective important something work round specificity redirection precise language detail student like think important situation use specific language,59
02_004_22c_053,10,give wiggle room say calm mind matter,4
02_004_22c_053,11,great evidence recent scenario say something disrespectful think disrespectful dad think think disrespectful seem little bit absurd context true students wide variety norms classroom past classroom lunch different factors appropriate day clear guidelines explicit behavior help eliminate back forth oh respectful instance something disrespectful please stop drumming please stop humming leave room ambiguity day day kind outlandish behavior anything try stop help questions thoughts,53
02_004_22c_053,12,good calm nice job affect get upset polite firm great rule thumb practice round norms discussion something ridiculous redirect right right today please stop water bottle get conversation much,20
02_004_22c_053,13,note try ask question clear,6
02_004_22c_053,15,habit personal life perfect non behavior polite firm activity great,9
02_004_22c_053,17,cool let give go objective please send objective time constraints forward specific language good redirections,10
02_004_22c_054,1,talk little bit feelings thoughts,5
02_004_22c_054,2,first thought realistic know expect cases know guess understanding norm expectations virtual students expectations place kind way class,14
02_004_22c_054,4,little fact,2
02_004_22c_054,6,um worry classroom management like things work hardest right zoom classroom,10
02_004_22c_054,7,hardest thing teacher personality kind figure want address kinds issues classroom hand extreme hand true interruptive disruptive behavior escalates classroom course conversation conversation give strategies like nip bud escalate kind effect classroom thing misbehavior try like teach talk engage like sure talk important objective classroom kudos good thing give little coaching today specificity redirections specificity important students clear hyper clear understanding simulation chicken noises sort instinct redirect,51
02_004_22c_054,8,instinct first first instinct ask rest class think behavior class want everyone head use classmates body language tell create environment suitable stop next thought engage question think good behavior fun fun important classmates fun important fun,30
02_004_22c_054,9,mature student approach work read room buddy student real pain specific timely redirection super important kind back forth um see challenge next version give specific redirection er please stop humming,23
02_004_22c_054,11,give classroom norm little bit harsh students clear guidelines kind gray area inference classroom management non behavior appropriate behavior allow opportunity tell wrong helpful way contain moment kind radiate sort complex discussion,30
02_004_22c_054,12,gosh wow real rabbithole,2
02_004_22c_054,13,interrupt kind practice,3
02_004_22c_054,14,everyone nice meet everyone please stop,2
02_004_22c_054,15,stop,1
02_004_22c_054,16,drumming please drumming sit pay attention,5
02_004_22c_054,17,madam,0
02_004_22c_054,18,share,1
02_004_22c_054,19,perfect good first response stop seem picky misbehavior useful possible kind put put label idea students bring lot different behavioral norms class different environments past um kind clear acceptable help curb behaviors,24
02_004_22c_054,20,kind collaborative experience like state rule rules many things consider,7
02_004_22c_054,21,fair kind think redirection like stated rule kind go cooperative purpose great minutes redirections,10
02_004_22c_054,23,ready give go,1
02_004_22c_056,1,feel,1
02_004_22c_056,2,little weird,2
02_004_22c_056,3,part weird,1
02_004_22c_056,4,students actual students actual students,5
02_004_22c_056,6,little weird,2
02_004_22c_056,7,glad conversation next minutes help feel prepared address second time strength first scenario single behavior great ignore misbehavior name student task important objective class get much possible want anyone room task objective nice work great foundation first conversation thing work next couple minutes specificity redirection language get student task specificity important student understand moment simulation couple times say something right think issue terms specificity,62
02_004_22c_056,9,remember respond,2
02_004_22c_056,11,kind kept problem sort gray area student leave open interpretation second scenario student use specific firm language redirect student behavior instance chit something please stop neighbor return conversation make clear dev prevent kind back forth course couple minutes things escalate,33
02_004_22c_056,13,great place first round kind collapse questions thoughts first,6
02_004_22c_056,15,practice kind start ask question make kind interruption practice,10
02_004_22c_056,16,um morning name honorific teacher's last name today,3
02_004_22c_056,17,text,1
02_004_22c_056,18,phones attention honorific teahcer's last name say alright understood,3
02_004_22c_056,19,want,1
02_004_22c_056,20,like put phone turn pay attention say,7
02_004_22c_056,21,perfect great engage misbehavior quick specific student know moment next round kind address something calm teachers student behavior first round super great terms firm warm say kind maintain mentality set strict boundaries super harsh feel confident area nice job first round,36
02_004_22c_056,22,thank,1
02_004_22c_056,23,ready give go,1
02_004_22c_061,1,gosh fun,2
02_004_22c_061,2,practice tough students simulation real life something funny hard teacher voice hilarious,9
02_004_22c_061,3,firm,1
02_004_22c_061,4,hard skill perfect actual students kind message behavior fine line tell simulation,13
02_004_22c_061,5,work need work firmness little scared simulation classroom real students different work classroom management something time students something let take class learn environment little bit friend list kids hard harsh harsh strict like work,29
02_004_22c_061,6,thing work today harsh direct behavior see change kind patterns way redirections first one lot silent settle students look room say people thing use redirections sorry notes use redirections specific direct behavior see change remember one kind,33
02_004_22c_061,8,things focus fall categories redirections respectful many different people need settle try please stop drumming way harsh please niceness much clearer behavior see stuff give example dev superheroes death focus focus rephrase direct think say,25
02_004_22c_061,9,ask depth stop superheroes task,5
02_004_22c_061,10,follow task superheroes share classroom norm eliminate harshness right discussion sure redirection helpful practice misbehaving student redirect helpful students practice,19
02_004_22c_061,11,watch redirection,1
02_004_22c_061,12,fun misbehavior go la thank classroom share,5
02_004_22c_061,13,classroom norm respect,4
02_004_22c_061,14,fabulous idea call classmates share arm,3
02_004_22c_061,16,imaginary help imaginary try anyone talk quieter food cheetos,3
02_004_22c_061,17,food right share norm classroom expectation,6
02_004_22c_061,18,sure everyone raise hand,4
02_004_22c_061,19,great one great norm call someone,3
02_004_22c_061,20,please stop shouting sometimes fall categories quiet student's brain volume continue behavior meet expectation specific redirection beautiful help reach goal direct firm harsh thank glad questions,19
02_004_22c_061,21,think good experience,4
02_004_22c_061,22,let try round simulation,6
02_004_22c_063,1,bad hectic children delights misunderstand things get distracted bless hearts positive tone interactions ways connect students keep things positive possible scenario teacher labs hard point time show sense like frustration anger beautiful,19
02_004_22c_063,2,thank classroom little brother years ethan instructions smart smart think brother try talk,9
02_004_22c_063,3,useful skill tool add tool belt feel strategy deliver super lightning quick direction specific behavior see stop start example please stop fidgeting let compare notes give example,20
02_004_22c_063,4,fine,1
02_004_22c_063,5,quiet hear rest class hear different please stop whistling,9
02_004_22c_063,6,option please quiet like please quiet option course quiet something like,8
02_004_22c_063,7,perfect way improve specificity way super tough students quiet something different everyone lot time redirect student quiet continue behavior whisper volume please stop,18
02_004_22c_063,9,stop noise tell student quiet keep thing let little bit practice misbehaving student show redirect behavior,17
02_004_22c_063,10,starts noises,1
02_004_22c_063,11,please stop booping share classroom norm like see class,9
02_004_22c_063,12,students raise hands,3
02_004_22c_063,13,great one channel best positivity justice ball sunshine,3
02_004_22c_063,14,thank,1
02_004_22c_063,15,example please stop behavior stop thanks student move classroom norms way student classroom conversation practice get comfortable get comfortable behavior quick redirection please stop behavior,30
02_004_22c_063,17,ready try,2
02_004_22c_066,1,feel,1
02_004_22c_066,2,good kind like ideas like keep like reinforce norms know like step remember remember good sense need improve,18
02_004_22c_066,3,music ears fabulous job single behavior let behavior engage get track practice specific habit things question go phrase ears mouths work students try specific redirection someone example bop bop bop bop bop video game read sorry eyes computers promise disrespectful put ears whole group finish noise use voice ears mouth sir shorten maximize instructional time please stop video game noises stop share classroom norm allow little bit opportunity say exact behavior stop let come group discussion anything,67
02_004_22c_066,5,let little bit practice misbehaving student try give direction different ears mouths specific exactly,13
02_004_22c_066,7,ms hangnail clippers friend clippers clippers,5
02_004_22c_066,8,friend pay attention lesson stop side neighbors go whole group discussion classroom norms,12
02_004_22c_066,9,great try shorten think shorten,5
02_004_22c_066,10,say friend pay attention group discussion classroom norms today,12
02_004_22c_066,11,interesting recommend aspect area get little bit level,6
02_004_22c_066,12,least seventh grade math,2
02_004_22c_066,13,seventh grade teacher seventh grade hard ask students tell students pay attention moment attention full conversation nails something pay attention try please stop nails share classroom norm please stop nails seventh grader misinterpret attention respectful understanding,34
02_004_22c_066,14,understood,0
02_004_22c_066,15,hope explicitness possible want try time,5
02_004_22c_066,17,hear cough,1
02_004_22c_066,19,sound real sound fake,3
02_004_22c_066,20,stop coughing pay attention lesson please stop coughing provide classroom norm,10
02_004_22c_066,21,please stop share classroom please stop coughing share classroom norm try questions round,13
02_004_22c_066,22,think,1
02_004_22c_066,23,great see specific behavior stop people classroom norms,11
02_004_22c_069,1,end simulation thank much simulation kind minute coaching opportunity reflect feel simulation,12
02_004_22c_069,2,delay hard time little bit little bit physical tell something like chaotic know old figure approach go,14
02_004_22c_069,3,kind present middle schoolers kind general demeanor opinion national opinion point strength simulation single task behavior anytime somebody something objective person try talk engage task behavior blackwidow great objective willing types redirected interactions students kudos thing talk next couple minutes improve specificity redirection precise language possible redirect task behavior think important students,49
02_004_22c_069,4,specific redirection get attention specific terms language simulation something forth blah blah blah specific making sounds name clear student nitpicky terms,20
02_004_22c_069,5,couple things remember brand new classroom norms something oh respectful last classroom outside school lives lot different sort assumptions respectful someone know next round practice try use precise language possible student behavior refer simulation couple times something let save kind refer range behavior time day seconds lunch something please stop neighbor lunchtime help student ambiguity thoughts questions comments concerns,48
02_004_22c_069,6,sense lot inaudible get conversation precise,5
02_004_22c_069,7,cool use precise language stop singing let practice go ask ask question start conversation norms something ridiculous redirect,20
02_004_22c_069,8,ask question,3
02_004_22c_069,9,norms question,2
02_004_22c_069,10,kind norms today let oh bang binders bang binders class,6
02_004_22c_069,11,great like let wait binder way firm polite perfect balance ready give shot,10
02_004_22c_069,12,sure,1
02_004_22c_069,13,great second time expect objective parameters appear end minutes,8
02_004_22c_071,1,little,1
02_004_22c_071,2,simulation well challenging practice tell little bit,7
02_004_22c_071,3,issue people much talk concerned try get speak things dealt um focusing student students feel need like side conversations attention student attention something whole classroom get guess attention sure something make stay class related things able grab attention important know sure whole class important something norms class ready class anything way spend time simulation next questions get whole class engage,42
02_004_22c_071,4,great ideas tool try build tool belt today lightning quick specific redirection lot different cool ways kind conversation positive narration appreciate silent front lot different things additional skill try clear statement behavior see stop,33
02_004_22c_071,6,example point sorry notes,4
02_004_22c_071,7,problem,1
02_004_22c_071,8,try stay quiet pay attention class please directions students try next round direction stay quiet pay attention pick something visible audible change please stop making noises,24
02_004_22c_071,10,remember quiet,2
02_004_22c_071,12,get tricky quiet different things different people little bit precise silent great please silent goal everyone class follow silent share classroom norm,22
02_004_22c_071,14,kind quick pivot bring students discussion,6
02_004_22c_071,15,sounds good,3
02_004_22c_071,16,let practice practice behavior,6
02_004_22c_071,17,good wait hard,3
02_004_22c_071,18,practice,1
02_004_22c_071,19,bad student right blah blah,7
02_004_22c_071,20,stop singing classroom norm like see class,9
02_004_22c_071,21,respectful person,2
02_004_22c_071,22,great idea call classmates,3
02_004_22c_071,24,allow reach goal people conversation kind give someone attention call next person help,8
02_004_22c_071,26,try redirect,3
02_004_22c_071,28,pack lunch,1
02_004_22c_071,30,food snacks,0
02_004_22c_071,31,please respectful students make noise voices students please go tell norm write board,10
02_004_22c_071,32,beautiful,1
02_004_22c_071,34,careful direction respectful,2
02_004_22c_071,36,respectful pay attention children different ways things possible respectful,10
02_004_22c_071,37,good,1
02_004_22c_071,38,try practice beginning first minutes questions,5
02_004_22c_071,40,great excited,2
02_004_22c_073,1,good job alright take minute finish notes start coaching,8
02_004_22c_073,3,right first round classroom norms,6
02_004_22c_073,4,good kind hard tell noise,6
02_004_22c_073,6,clear want like call wrong student,6
02_004_22c_073,7,experience real classroom systems everything good job take moment figure student fine right thing classroom norms redirect students bring conversation part good aware student something want student redirect way good thing important come behavior get time build become rein today conversation focus succinct students succinct students fewest words possible times give specific redirection whole conversation specific redirection things video game enthusiasm let keep voices use part norms conversation stop please stop please stop let talk norms important keep voices think useful succinct provide redirection come conversation,81
02_004_22c_073,8,students attention distraction,3
02_004_22c_073,9,right conversation superheroes think norms classroom way sort redirect conversation superheroes sort conversation superheroes able shift classroom norms good opportunity say let talk superheroes lunch use strategy different time sure student behavior hard identify,40
02_004_22c_073,11,say either say action action stop bring classroom norms try use words possible take learning lot time engage discussion make sense time practice generate example non example time practice little scenario simulation important redirections succinct take learning time let say succinct way respond,48
02_004_22c_073,12,um let quiet people,4
02_004_22c_073,13,say stop quiet great example something succinct,7
02_004_22c_073,14,activity recess,2
02_004_22c_073,15,say say hey think classroom norms hum nice talk classroom norms hear versus stop humming everyone keep classroom norms example succinct practice time try task students practice specific name succinct redirection,36
02_004_22c_073,18,thank oh ok cool,4
02_004_22c_073,19,nope great great shift gears instruction classroom norms right good job chance try simulation beginning questions,20
02_004_22c_073,20,shakes,0
02_004_22c_073,21,right minutes get ready let know ready start,9
02_004_22c_073,22,ready,1
02_004_22c_073,23,great simulation,2
02_004_22c_074,1,simulation thanks feel,3
02_004_22c_074,2,fun,1
02_004_22c_074,3,glad way behavior things timely responses students way specific possible hey stop specific behavior work coaching little bit succinct redirections way decrease amount time actual redirection increase amount time norms discussion sounds good let pull specific example behavior,41
02_004_22c_074,4,um big course little bit hard time voice lot energy great classroom find ways like redirect reasons suggest classroom norm see maybe redirect energy,22
02_004_22c_074,5,mario go get keep music head keep ways kind inside right play record head discussion take make succinct way shorten make little bit sweeter,15
02_004_22c_074,6,energy class discussion class discussion make sure voices class discussion fellow students teacher,13
02_004_22c_074,7,shorten little bit jump informed discussion keep keep voice please focus norms share quick bounce tell norms channel energy productive way discussion keep short sweet point time discussion great humanity respectful person super specific direction hand let go classroom norms let quick practice try redirect words possible mail e clippers,42
02_004_22c_074,8,clippers let keep focus let keep focus discussion right,7
02_004_22c_074,9,beautiful come focus something specific focus,5
02_004_22c_074,10,attention,1
02_004_22c_074,11,tricky middle schoolers middle schoolers attention nails e try try idea specific behavior stop starts,13
02_004_22c_074,12,keep voices eyes front,2
02_004_22c_074,13,gorge courtships open interpretation middle school brain respectful lot time middle school babies believe things respectful attention super specific hey stop help jump much faster discussion get track get practice try give specific direction words possible questions,31
02_004_22c_074,14,teach middle school sorry kind scatterbrained tonight know,6
02_004_22c_074,15,eighth grade experience,2
02_004_22c_074,16,like redirect attention quick little like callback call outs make sure everyone project something,9
02_004_22c_074,17,scenario middle schoolers say individual redirections least minutes general learning theory pay attention many direct minutes old year olds student able pay attention minutes cool different minutes everyone decision directions help minimize room confusion distractions give try sure great simulation,30
02_004_22c_078,1,tell experience,2
02_004_22c_078,2,tell time noises hard figure address laggy see mouths idea class general,10
02_004_22c_078,3,know boys mouths little bit girls mouths hard tell thing helpful scenario practice body language tell body language provide cue attention reliable indicators mouth super,22
02_004_22c_078,4,mmhm,1
02_004_22c_078,5,super calm way students points see like take deep breath say calm voice behavior frustrating beneficial escalate students behavior students disrespectful teachers cannot let frustration show fabulous job practice specific redirections tendency students stay quiet middle schoolers redirection stay quiet little bit,35
02_004_22c_078,6,times stop,2
02_004_22c_078,7,hmm middle schoolers many situations believe expectation quiet quieter behavior thing shift language say silent stop stop noise particular instance redirection precise leave opportunity confusion right thing example superheroes remember quiet right rephrase,33
02_004_22c_078,8,silent,1
02_004_22c_078,9,students turn say talk say please stop superheroes please make noise classroom norms follow please share classroom norm let practice misbehaving student try deliver redirection bring conversation norms,31
02_004_22c_078,10,mmhm,1
02_004_22c_078,11,anyone snacks lunch hungry,1
02_004_22c_078,12,coach,1
02_004_22c_078,14,coach,1
02_004_22c_078,15,good cheese puffs,1
02_004_22c_078,16,important silent contribute norm like class abide year,8
02_004_22c_078,18,norms like share important class follow,6
02_004_22c_078,19,question great discussion much snack respond question fabulous let try simulation beginning questions,14
02_004_22c_080,1,experience challenging frustrating practice tell little bit experience,9
02_004_22c_080,2,think students know like address quiet,8
02_004_22c_080,3,tough want ignore behavior pay attention students able hear behavior thing student single time let behavior go redirect work coaching time specific redirections sound good,28
02_004_22c_080,5,thing tendency redirections come want directive students first person tell,7
02_004_22c_080,7,example video game try best little quiet right notice phrase,11
02_004_22c_080,8,like specific point get,3
02_004_22c_080,9,want moment,2
02_004_22c_080,10,talk make noises,3
02_004_22c_080,11,feel comfortable students lot times new teachers want direct come little harsh little harsh way balance please thank share classroom norm model second try best little quiet please stop making noises much share classroom norm worry negative feeling air discussion past specific redirection,46
02_004_22c_080,12,sense,1
02_004_22c_080,13,let little practice misbehavior practice possible,8
02_004_22c_080,14,look,1
02_004_22c_080,15,eyes thank much classroom norm like share,8
02_004_22c_080,16,listen,1
02_004_22c_080,17,perfect,1
02_004_22c_080,19,try possible needs stop,3
02_004_22c_080,21,begins,0
02_004_22c_080,22,stop forth stop sighing noises please share classroom norm,9
02_004_22c_080,23,multiple behaviors fabulous job specific redirection specific redirection discussion way student time sit think toes group conversation,17
02_004_22c_080,25,opportunity try questions ideas round,5
02_004_22c_080,26,case student keeps behavior please stop share repeat thing,8
02_004_22c_080,27,try language little confusing students,4
02_004_22c_080,29,grade fall,2
02_004_22c_080,30,grade,1
02_004_22c_080,31,first graders different interpretations give redirection seem successful try different words lot time little ones redirections please focus quiet respectful please listen confusing soccer try little bit different little ones,23
02_004_22c_080,33,try round,2
02_004_22c_080,34,try,1
02_004_22c_080,35,teacher good specific redirections direct behaviors stop keep conversation norms,11
02_004_22c_080,36,thanks,1
02_004_22c_081,1,uh deep sigh,1
02_004_22c_081,2,um interesting um goodness name student right,6
02_004_22c_081,3,ethan,1
02_004_22c_081,4,ethan form fault disruptive,2
02_004_22c_081,5,educators ability diagnose able say observe malice ask sorry notes point make noises direction specific clear room confusion work behaviors perfect job single behavior gorgeous focus words possible deliver specific redirections make noises allow focus energy conversation opportunity students kind wiggle room redirection,38
02_004_22c_081,7,particular behavior frustrating moment,4
02_004_22c_081,8,name correct crazy behavior um like talk friend give instruction disrespectful least way attention span problem interested thing something please quiet something,14
02_004_22c_081,9,way following things please conversation class conversation class questions thing practice redirections questions phrase statement say please talk class please stop x lunchtime please stop noise direct statement open interpretation ninth graders question please save conversation class say conversation,30
02_004_22c_081,10,ninth graders,0
02_004_22c_081,11,let give example practice question statement thing want maybe wait class make sounds turn affirmative statement question,17
02_004_22c_081,12,wait class make sounds,4
02_004_22c_081,13,sure great please stop making noises,7
02_004_22c_081,15,way negotiation student hey classroom discussion please stop behavior ask classroom norm student put spot join conversation let practice student practice specific statement redirection,26
02_004_22c_081,17,hangnail bite,1
02_004_22c_081,18,quiet um please give classroom norm like class,8
02_004_22c_081,19,raise hands,2
02_004_22c_081,20,great idea love let write write,6
02_004_22c_081,21,notice way experience,3
02_004_22c_081,22,action conversation something topic,3
02_004_22c_081,23,lot times students kind task behaviors questions invitation discuss behavior please stop behavior let move topic,18
02_004_22c_081,25,oppor,0
02_004_22c_084,1,right first simulation,2
02_004_22c_084,2,good kind difficult figure line nice kind patient students kind effective something figure practice different student class period,16
02_004_22c_084,3,great give tips address exact thing use simulation second round um coaching next time want mention strong things students behavior student student expand behavior filter student student good job someone identify student name first one example thank ethan sure norm second one want take break timely way helpful focus session something works students important specific redirection succinct thing specific specific redirection give opportunity fix specific redirection important specific succinct right video games ethan please quiet right please quiet lot instructional time get little harsh new teacher students benefit stop behavior engage discussion example something students offer break case stop behavior happen real classroom next step first tell say name first please quiet name stop specific behavior stop example imitation save recess student say recess student um let talk recess say quiet end moments specificity entire dialogue misbehavior way take like mind classroom say sing say sing recess way get part brief succinct time skill hand make sense,140
02_004_22c_084,5,great think specific succinct redirection,7
02_004_22c_084,6,kids fun oh stop stop specific weasel way try distract class instruction possible firm get go like quiet get seconds chitchat first right take bit effort first teacher like get sort firmness way something practice,24
02_004_22c_084,7,great children know expectations children please please know expectations explicit expectations specific redirections harsh gift students please move instruction norm classroom students appropriate work spend time let quick practice chance student task student give specific succinct redirection stop behavior behavior question,42
02_004_22c_084,9,begins,0
02_004_22c_084,10,stop humming assignment right get work,5
02_004_22c_084,11,say leave please stop humming short feels teacher stop humming say stop humming let please eyes discussion simple humming make sense,24
02_004_22c_084,14,yes thank,2
02_004_22c_084,15,great,1
02_004_22c_086,2,hey,1
02_004_22c_086,4,interactive good,1
02_004_22c_086,5,interactive everything real time thing point time let students tone beginning tone end delight thing work student behavior specific redirection possible let read game behavior hear try make noise sorry notice,33
02_004_22c_086,6,way peer teahcher student relationship something work kind make choice like one affect students classroom guess good classroom norm,15
02_004_22c_086,7,bit habit questions want students way balance specific redirections way lot people teaching career concern want come abrasive harsh redirections choice question think specific words example mind way take mind question statement,30
02_004_22c_086,8,somebody whistling noises,3
02_004_22c_086,9,combine make noises combination personal specific behavior stop allow focus conversation norms much quicker strongest redirection impersonation redirection effective one,17
02_004_22c_086,10,specific um direct behavior short,5
02_004_22c_086,11,calm ability deliver specific redirection help students understand go much faster let little bit practice work misbehaving student practice specific redirection food,21
02_004_22c_086,14,one,0
02_004_22c_086,15,people need snack bar everyone,2
02_004_22c_086,16,time,1
02_004_22c_086,17,great last part strongest little worried harsh way student feel question follow topic time talk food classroom share punch let know let know stop behavior let go conversation let talk classroom norms practice questions,36
02_004_22c_086,18,main thing way rude like harsh redirection good steering voice like say time relevant right,12
02_004_22c_086,19,fine say help student kind specify good time please impersonation save lunch thank please thank polite interaction good time behavior get talk make feel upset questions,25
02_004_22c_086,20,um,1
02_004_22c_086,21,imagine conversation new fresh practice,3
02_004_22c_086,22,right sounds good,4
02_004_22c_088,1,think,1
02_004_22c_088,2,something interview today principal position like conduct classroom management behavioral problems answer position thing learn work school space remove like deal like distractions,15
02_004_22c_088,4,know,1
02_004_22c_088,5,hardest things like personality everybody style classroom management tell thing misbehavior clear knew purpose something good first step kind able say get good job misbehavior try talk try plow thing work today next couple minutes specificity redirection precise language change behavior interrupting disruptive student simulation something kids disruptive,46
02_004_22c_088,6,noises,1
02_004_22c_088,7,many things approach,2
02_004_22c_088,8,ask,1
02_004_22c_088,9,good recommend give specific redirection something stop drumming give classroom norm throw please generous please stop drumming think stop,16
02_004_22c_088,10,give option,1
02_004_22c_088,11,feel ask question door discussion forth useful give clear guidelines precise language think hard student something stop problem,16
02_004_22c_088,12,choose,0
02_004_22c_088,13,basic kids standards classroom behavior adult something please respectful understand part behavior incorrect scenario specific redirections minimize ambiguity let student know behavior behavior want practice real quick um interrupt froze second sorry froze second good,28
02_004_22c_088,14,hear,1
02_004_22c_088,15,good sorry,2
02_004_22c_088,16,sure wifi sorry,2
02_004_22c_088,17,fine good start lesson interrupt,5
02_004_22c_088,18,today establish classroom norms,4
02_004_22c_088,19,text message ms teacher text message,7
02_004_22c_088,20,put phone put phone please,2
02_004_22c_088,22,give classroom norm like follow rule,7
02_004_22c_088,23,texting class right good teacher perfect question hard trained polite try like curb behavior seem little bit first good stop please stop texting give classroom norm perfect right ready give go,24
02_004_22c_092,1,end simulation long minutes um tell feel thoughts,9
02_004_22c_092,2,weird like know camp counselor kids spot um funny get attention getter right moment think know couple ones get class backfocus think important set norms long get track first talk whole time students stop focus lose rest let continue hopes keep person distraction,32
02_004_22c_092,3,classroom management hardest thing personality kind like develop twos conversation kind help manage lose um thing well addressed single misbehavior name ignore misbehaviors try teach try like talk louder pretend know task objective waste time black widow whatever nice job thing work next couple minutes specificity redirection direct precise language student behavior think important,51
02_004_22c_092,4,think let put plug mean specific purpose kids stop singing stop singing start noises clear way quiet everything part know,18
02_004_22c_092,5,right quiet specific lower voice things space example scenario hear way try get cool hear next round try give specific note hear please stop humming try move possible back forth hear everything questions reactions,27
