term_str,n,p,i,n_chars,max_pos,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,df,idf,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max,dfidf
managed,2,2.3756072646070153e-05,15.36134412492953,7,VBD,2,"{'VBN', 'VBD'}",0,manag,manag,man,2,10.940313597145968,0.001325616575444804,5.2096731414980795,0.0,3.646771199048656,21.880627194291936
complexity,2,2.3756072646070153e-05,15.36134412492953,10,NN,1,{'NN'},0,complex,complex,complex,1,11.940313597145968,0.0012152990938570961,4.776125438858387,0.0,4.776125438858387,11.940313597145968
arrive,2,2.3756072646070153e-05,15.36134412492953,6,JJ,2,"{'NN', 'JJ'}",0,arriv,arriv,ar,2,10.940313597145968,0.001237242137081817,4.862361598731541,0.0,3.646771199048656,21.880627194291936
ending,2,2.3756072646070153e-05,15.36134412492953,6,VBG,1,{'VBG'},0,end,end,end,2,10.940313597145968,0.0014846905644981807,5.83483391847785,0.0,3.646771199048656,21.880627194291936
meant,2,2.3756072646070153e-05,15.36134412492953,5,VBP,1,{'VBP'},0,meant,meant,meant,2,10.940313597145968,0.0011267740891280835,4.428222170273368,0.0,3.646771199048656,21.880627194291936
mentioning,2,2.3756072646070153e-05,15.36134412492953,10,VBG,1,{'VBG'},0,mention,mention,ment,2,10.940313597145968,0.001325616575444804,5.2096731414980795,0.0,3.646771199048656,21.880627194291936
extreme,2,2.3756072646070153e-05,15.36134412492953,7,JJ,1,{'JJ'},0,extrem,extrem,extrem,2,10.940313597145968,0.0007069955069038955,2.778492342132309,0.0,1.562901942449424,21.880627194291936
thrown,2,2.3756072646070153e-05,15.36134412492953,6,VBN,1,{'VBN'},0,thrown,thrown,thrown,2,10.940313597145968,0.005567589616868177,21.880627194291936,0.0,10.940313597145968,21.880627194291936
review,2,2.3756072646070153e-05,15.36134412492953,6,NN,2,"{'VB', 'NN'}",0,review,review,review,2,10.940313597145968,0.0009544439343202589,3.7509646618786174,0.0,2.1880627194291935,21.880627194291936
training,2,2.3756072646070153e-05,15.36134412492953,8,NN,2,"{'VBG', 'NN'}",0,train,train,train,2,10.940313597145968,0.0011599145035142036,4.55846399881082,0.0,2.735078399286492,21.880627194291936
beneficial,2,2.3756072646070153e-05,15.36134412492953,10,JJ,1,{'JJ'},0,benefici,benefici,benef,2,10.940313597145968,0.0013918974042170442,5.470156798572984,0.0,2.735078399286492,21.880627194291936
knitting,2,2.3756072646070153e-05,15.36134412492953,8,VBG,1,{'VBG'},0,knit,knit,knit,2,10.940313597145968,0.0018558632056227258,7.293542398097312,0.0,3.646771199048656,21.880627194291936
wacky,2,2.3756072646070153e-05,15.36134412492953,5,JJ,1,{'JJ'},0,wacki,wacki,wacky,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
history,2,2.3756072646070153e-05,15.36134412492953,7,NN,1,{'NN'},0,histori,histori,hist,2,10.940313597145968,0.0027837948084340884,10.940313597145968,0.0,5.470156798572984,21.880627194291936
boys,2,2.3756072646070153e-05,15.36134412492953,4,NNS,1,{'NNS'},0,boy,boy,boy,2,10.940313597145968,0.0017012079384874986,6.68574719825587,0.0,5.470156798572984,21.880627194291936
scary,2,2.3756072646070153e-05,15.36134412492953,5,JJ,1,{'JJ'},0,scari,scari,scary,2,10.940313597145968,0.005567589616868177,21.880627194291936,0.0,10.940313597145968,21.880627194291936
caring,2,2.3756072646070153e-05,15.36134412492953,6,JJ,2,"{'VBG', 'JJ'}",0,care,care,car,2,10.940313597145968,0.0009279316028113629,3.646771199048656,0.0,1.823385599524328,21.880627194291936
levels,2,2.3756072646070153e-05,15.36134412492953,6,NNS,1,{'NNS'},0,level,level,level,2,10.940313597145968,0.0027837948084340884,10.940313597145968,0.0,5.470156798572984,21.880627194291936
drinking,2,2.3756072646070153e-05,15.36134412492953,8,NN,2,"{'VBG', 'NN'}",0,drink,drink,drink,2,10.940313597145968,0.0016238803049198848,6.3818495983351475,0.0,3.646771199048656,21.880627194291936
spoons,2,2.3756072646070153e-05,15.36134412492953,6,NNS,1,{'NNS'},0,spoon,spoon,spoon,2,10.940313597145968,0.0011599145035142036,4.55846399881082,0.0,3.646771199048656,21.880627194291936
spoon,2,2.3756072646070153e-05,15.36134412492953,5,NN,1,{'NN'},0,spoon,spoon,spoon,2,10.940313597145968,0.0011599145035142036,4.55846399881082,0.0,3.646771199048656,21.880627194291936
braid,2,2.3756072646070153e-05,15.36134412492953,5,VB,1,{'VB'},0,braid,braid,braid,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
mic,2,2.3756072646070153e-05,15.36134412492953,3,JJ,2,"{'NN', 'JJ'}",0,mic,mic,mic,2,10.940313597145968,0.0034797435105426108,13.67539199643246,0.0,10.940313597145968,21.880627194291936
maintained,2,2.3756072646070153e-05,15.36134412492953,10,VBD,1,{'VBD'},0,maintain,maintain,maintain,2,10.940313597145968,0.0018558632056227258,7.293542398097312,0.0,3.646771199048656,21.880627194291936
confidence,2,2.3756072646070153e-05,15.36134412492953,10,NN,1,{'NN'},0,confid,confid,confid,2,10.940313597145968,0.0008119401524599424,3.1909247991675738,0.0,1.823385599524328,21.880627194291936
bunch,2,2.3756072646070153e-05,15.36134412492953,5,NN,1,{'NN'},0,bunch,bunch,bunch,2,10.940313597145968,0.0016238803049198848,6.3818495983351475,0.0,3.646771199048656,21.880627194291936
aligns,2,2.3756072646070153e-05,15.36134412492953,6,VBZ,1,{'VBZ'},0,align,align,align,2,10.940313597145968,0.000949020957420712,3.729652362663398,0.0,2.735078399286492,21.880627194291936
widow,2,2.3756072646070153e-05,15.36134412492953,5,NN,2,"{'NNP', 'NN'}",0,widow,widow,widow,2,10.940313597145968,0.0007732763356761357,3.038975999207213,0.0,1.823385599524328,21.880627194291936
hyper,2,2.3756072646070153e-05,15.36134412492953,5,JJR,2,"{'NN', 'JJR'}",0,hyper,hyper,hyp,2,10.940313597145968,0.0007732763356761357,3.038975999207213,0.0,1.823385599524328,21.880627194291936
exude,2,2.3756072646070153e-05,15.36134412492953,5,VB,1,{'VB'},0,exud,exud,exud,1,11.940313597145968,0.0012152990938570961,4.776125438858387,0.0,4.776125438858387,11.940313597145968
referral,2,2.3756072646070153e-05,15.36134412492953,8,JJ,1,{'JJ'},0,referr,referr,refer,2,10.940313597145968,0.0033405537701209063,13.128376316575162,0.0,10.940313597145968,21.880627194291936
pizmo's,2,2.3756072646070153e-05,15.36134412492953,7,NNP,1,{'NNP'},0,pizmo',pizmo,pizmo's,2,10.940313597145968,0.0020878461063255664,8.205235197859476,0.0,5.470156798572984,21.880627194291936
success,2,2.3756072646070153e-05,15.36134412492953,7,NN,1,{'NN'},0,success,success,success,2,10.940313597145968,0.0010052592363789764,3.950668798969377,0.0,2.735078399286492,21.880627194291936
syllabus,2,2.3756072646070153e-05,15.36134412492953,8,NN,1,{'NN'},0,syllabu,syllabus,syllab,2,10.940313597145968,0.0010936336747419634,4.297980341735916,0.0,2.735078399286492,21.880627194291936
misinterpret,2,2.3756072646070153e-05,15.36134412492953,12,RB,2,"{'VB', 'RB'}",0,misinterpret,misinterpret,misinterpret,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
aspect,2,2.3756072646070153e-05,15.36134412492953,6,NN,1,{'NN'},0,aspect,aspect,aspect,2,10.940313597145968,0.0032477606098397695,12.763699196670295,0.0,10.940313597145968,21.880627194291936
digging,2,2.3756072646070153e-05,15.36134412492953,7,NN,2,"{'VBG', 'NN'}",0,dig,dig,dig,2,10.940313597145968,0.0033405537701209063,13.128376316575162,0.0,10.940313597145968,21.880627194291936
losing,2,2.3756072646070153e-05,15.36134412492953,6,VBG,1,{'VBG'},0,lose,lose,los,2,10.940313597145968,0.0011599145035142036,4.55846399881082,0.0,3.646771199048656,21.880627194291936
12,2,2.3756072646070153e-05,15.36134412492953,2,CD,1,{'CD'},0,12,12,12,2,10.940313597145968,0.001325616575444804,5.2096731414980795,0.0,3.646771199048656,21.880627194291936
newer,2,2.3756072646070153e-05,15.36134412492953,5,JJR,1,{'JJR'},0,newer,newer,new,2,10.940313597145968,0.0007708970238740553,3.0296253038250374,0.0,2.1880627194291935,21.880627194291936
glance,2,2.3756072646070153e-05,15.36134412492953,6,NN,1,{'NN'},0,glanc,glanc,glant,2,10.940313597145968,0.0006572848853247154,2.5831295993261314,0.0,1.367539199643246,21.880627194291936
introduce,2,2.3756072646070153e-05,15.36134412492953,9,VB,1,{'VB'},0,introduc,introduc,introduc,2,10.940313597145968,0.0029826372947508095,11.72176456837068,0.0,10.940313597145968,21.880627194291936
____,2,2.3756072646070153e-05,15.36134412492953,4,JJ,2,"{'NNP', 'JJ'}",0,____,____,____,2,10.940313597145968,0.005567589616868177,21.880627194291936,0.0,10.940313597145968,21.880627194291936
began,2,2.3756072646070153e-05,15.36134412492953,5,VBD,1,{'VBD'},0,began,began,beg,2,10.940313597145968,0.0011135179233736354,4.376125438858387,0.0,2.1880627194291935,21.880627194291936
genuinely,2,2.3756072646070153e-05,15.36134412492953,9,RB,1,{'RB'},0,genuin,genuin,genuin,2,10.940313597145968,0.0016238803049198848,6.3818495983351475,0.0,3.646771199048656,21.880627194291936
affirmed,2,2.3756072646070153e-05,15.36134412492953,8,VBD,2,"{'VBN', 'VBD'}",0,affirm,affirm,affirm,2,10.940313597145968,0.001325616575444804,5.2096731414980795,0.0,3.646771199048656,21.880627194291936
eye,2,2.3756072646070153e-05,15.36134412492953,3,NN,1,{'NN'},0,eye,eye,ey,2,10.940313597145968,0.000949020957420712,3.729652362663398,0.0,2.735078399286492,21.880627194291936
burger,2,2.3756072646070153e-05,15.36134412492953,6,NN,1,{'NN'},0,burger,burger,burg,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
irrelevant,2,2.3756072646070153e-05,15.36134412492953,10,JJ,1,{'JJ'},0,irrelev,irrelev,irrelev,2,10.940313597145968,0.005567589616868177,21.880627194291936,0.0,10.940313597145968,21.880627194291936
drink,2,2.3756072646070153e-05,15.36134412492953,5,NN,2,"{'VB', 'NN'}",0,drink,drink,drink,2,10.940313597145968,0.0011599145035142036,4.55846399881082,0.0,3.646771199048656,21.880627194291936
reinforce,2,2.3756072646070153e-05,15.36134412492953,9,NN,2,"{'VB', 'NN'}",0,reinforc,reinforc,reinforc,2,10.940313597145968,0.000587690015113863,2.3096217593974817,0.0,1.2155903996828852,21.880627194291936
reactions,2,2.3756072646070153e-05,15.36134412492953,9,NNS,1,{'NNS'},0,reaction,reaction,react,2,10.940313597145968,0.0013918974042170442,5.470156798572984,0.0,2.735078399286492,21.880627194291936
week,2,2.3756072646070153e-05,15.36134412492953,4,NN,1,{'NN'},0,week,week,week,2,10.940313597145968,0.0007423452822490904,2.917416959238925,0.0,1.823385599524328,21.880627194291936
bar,2,2.3756072646070153e-05,15.36134412492953,3,NN,1,{'NN'},0,bar,bar,bar,2,10.940313597145968,0.005567589616868177,21.880627194291936,0.0,10.940313597145968,21.880627194291936
megan,2,2.3756072646070153e-05,15.36134412492953,5,NNP,1,{'NNP'},0,megan,megan,meg,2,10.940313597145968,0.004175692212651133,16.410470395718953,0.0,10.940313597145968,21.880627194291936
combine,2,2.3756072646070153e-05,15.36134412492953,7,VB,2,"{'VB', 'VBP'}",0,combin,combin,combin,2,10.940313597145968,0.0016238803049198848,6.3818495983351475,0.0,3.646771199048656,21.880627194291936
maximize,2,2.3756072646070153e-05,15.36134412492953,8,VB,1,{'VB'},0,maxim,maxim,maxim,2,10.940313597145968,0.0014846905644981807,5.83483391847785,0.0,3.646771199048656,21.880627194291936
spoke,2,2.3756072646070153e-05,15.36134412492953,5,VBD,1,{'VBD'},0,spoke,spoke,spok,2,10.940313597145968,0.0014846905644981807,5.83483391847785,0.0,3.646771199048656,21.880627194291936
interest,2,2.3756072646070153e-05,15.36134412492953,8,NN,1,{'NN'},0,interest,interest,interest,1,11.940313597145968,0.0006751661632539422,2.6534030215879927,0.0,2.6534030215879927,11.940313597145968
agreeing,2,2.3756072646070153e-05,15.36134412492953,8,VBG,1,{'VBG'},0,agre,agre,agr,2,10.940313597145968,0.0018558632056227258,7.293542398097312,0.0,5.470156798572984,21.880627194291936
feeding,2,2.3756072646070153e-05,15.36134412492953,7,VBG,1,{'VBG'},0,feed,feed,fee,2,10.940313597145968,0.0037117264112454516,14.587084796194624,0.0,10.940313597145968,21.880627194291936
member,2,2.3756072646070153e-05,15.36134412492953,6,NN,1,{'NN'},0,member,member,memb,2,10.940313597145968,0.002319829007028407,9.11692799762164,0.0,5.470156798572984,21.880627194291936
interactive,2,2.3756072646070153e-05,15.36134412492953,11,JJ,1,{'JJ'},0,interact,interact,interact,2,10.940313597145968,0.0037117264112454516,14.587084796194624,0.0,10.940313597145968,21.880627194291936
singled,2,2.3756072646070153e-05,15.36134412492953,7,VBN,1,{'VBN'},0,singl,singl,singl,2,10.940313597145968,0.0014846905644981807,5.83483391847785,0.0,3.646771199048656,21.880627194291936
gently,2,2.3756072646070153e-05,15.36134412492953,6,RB,1,{'RB'},0,gentli,gentl,gent,2,10.940313597145968,0.001020724763092499,4.011448318953521,0.0,2.1880627194291935,21.880627194291936
tongue,2,2.3756072646070153e-05,15.36134412492953,6,JJ,2,"{'NN', 'JJ'}",0,tongu,tongu,tongu,2,10.940313597145968,0.004175692212651133,16.410470395718953,0.0,10.940313597145968,21.880627194291936
ladder,2,2.3756072646070153e-05,15.36134412492953,6,NN,1,{'NN'},0,ladder,ladder,lad,1,11.940313597145968,0.0020254984897618263,7.960209064763978,0.0,7.960209064763978,11.940313597145968
reset,2,2.3756072646070153e-05,15.36134412492953,5,VB,1,{'VB'},0,reset,reset,reset,2,10.940313597145968,0.001948656365903862,7.658219518002177,0.0,5.470156798572984,21.880627194291936
becoming,2,2.3756072646070153e-05,15.36134412492953,8,VBG,1,{'VBG'},0,becom,becom,becom,1,11.940313597145968,0.00018413622634198425,0.7236553695239981,0.0,0.7236553695239981,11.940313597145968
outline,2,2.3756072646070153e-05,15.36134412492953,7,NN,2,"{'VB', 'NN'}",0,outlin,outlin,outlin,2,10.940313597145968,0.0010936336747419634,4.297980341735916,0.0,2.735078399286492,21.880627194291936
access,2,2.3756072646070153e-05,15.36134412492953,6,NN,1,{'NN'},0,access,access,access,2,10.940313597145968,0.0016238803049198848,6.3818495983351475,0.0,3.646771199048656,21.880627194291936
assignment,2,2.3756072646070153e-05,15.36134412492953,10,JJ,1,{'JJ'},0,assign,assign,assign,2,10.940313597145968,0.0037117264112454516,14.587084796194624,0.0,10.940313597145968,21.880627194291936
format,2,2.3756072646070153e-05,15.36134412492953,6,NN,1,{'NN'},0,format,format,form,2,10.940313597145968,0.0020878461063255664,8.205235197859476,0.0,5.470156798572984,21.880627194291936
observing,2,2.3756072646070153e-05,15.36134412492953,9,VBG,1,{'VBG'},0,observ,observ,observ,2,10.940313597145968,0.0010936336747419634,4.297980341735916,0.0,2.735078399286492,21.880627194291936
briefly,2,2.3756072646070153e-05,15.36134412492953,7,NN,2,"{'VBP', 'NN'}",0,briefli,briefli,brief,2,10.940313597145968,0.0007456593236877024,2.93044114209267,0.0,1.562901942449424,21.880627194291936
associate,2,2.3756072646070153e-05,15.36134412492953,9,VB,2,"{'VB', 'VBP'}",0,associ,associ,assocy,2,10.940313597145968,0.004175692212651133,16.410470395718953,0.0,10.940313597145968,21.880627194291936
pushes,2,2.3756072646070153e-05,15.36134412492953,6,NNS,1,{'NNS'},0,push,push,push,2,10.940313597145968,0.0010052592363789764,3.950668798969377,0.0,2.735078399286492,21.880627194291936
alternate,2,2.3756072646070153e-05,15.36134412492953,9,JJ,2,"{'NN', 'JJ'}",0,altern,altern,altern,2,10.940313597145968,0.0010936336747419634,4.297980341735916,0.0,2.735078399286492,21.880627194291936
careful,2,2.3756072646070153e-05,15.36134412492953,7,JJ,1,{'JJ'},0,care,care,car,2,10.940313597145968,0.0032477606098397695,12.763699196670295,0.0,10.940313597145968,21.880627194291936
forces,2,2.3756072646070153e-05,15.36134412492953,6,NNS,2,"{'NNS', 'VBZ'}",0,forc,forc,forc,2,10.940313597145968,0.001237242137081817,4.862361598731541,0.0,3.646771199048656,21.880627194291936
janie,2,2.3756072646070153e-05,15.36134412492953,5,NNP,1,{'NNP'},0,jani,jani,jany,2,10.940313597145968,0.002319829007028407,9.11692799762164,0.0,5.470156798572984,21.880627194291936
noting,2,2.3756072646070153e-05,15.36134412492953,6,VBG,1,{'VBG'},0,note,note,not,2,10.940313597145968,0.0008119401524599424,3.1909247991675738,0.0,1.823385599524328,21.880627194291936
piggyback,2,2.3756072646070153e-05,15.36134412492953,9,NN,1,{'NN'},0,piggyback,piggyback,piggyback,2,10.940313597145968,0.001237242137081817,4.862361598731541,0.0,3.646771199048656,21.880627194291936
precision,2,2.3756072646070153e-05,15.36134412492953,9,NN,1,{'NN'},0,precis,precis,precid,2,10.940313597145968,0.0016238803049198848,6.3818495983351475,0.0,3.646771199048656,21.880627194291936
schoolwork,2,2.3756072646070153e-05,15.36134412492953,10,NN,1,{'NN'},0,schoolwork,schoolwork,schoolwork,2,10.940313597145968,0.004175692212651133,16.410470395718953,0.0,10.940313597145968,21.880627194291936
pack,2,2.3756072646070153e-05,15.36134412492953,4,VB,1,{'VB'},0,pack,pack,pack,2,10.940313597145968,0.0031814797810675297,12.503215539595391,0.0,10.940313597145968,21.880627194291936
nurturing,2,2.3756072646070153e-05,15.36134412492953,9,JJ,2,"{'VBG', 'JJ'}",0,nurtur,nurtur,nurt,2,10.940313597145968,0.0007732763356761357,3.038975999207213,0.0,1.823385599524328,21.880627194291936
trick,2,2.3756072646070153e-05,15.36134412492953,5,NN,2,"{'VB', 'NN'}",0,trick,trick,trick,2,10.940313597145968,0.002319829007028407,9.11692799762164,0.0,5.470156798572984,21.880627194291936
laughed,2,2.3756072646070153e-05,15.36134412492953,7,VBD,2,"{'VBN', 'VBD'}",0,laugh,laugh,laugh,2,10.940313597145968,0.005567589616868177,21.880627194291936,0.0,10.940313597145968,21.880627194291936
welcoming,2,2.3756072646070153e-05,15.36134412492953,9,JJ,2,"{'VBG', 'JJ'}",0,welcom,welcom,welcom,2,10.940313597145968,0.0008660694959572719,3.4036531191120787,0.0,2.1880627194291935,21.880627194291936
friendly,2,2.3756072646070153e-05,15.36134412492953,8,JJ,1,{'JJ'},0,friendli,friend,friend,2,10.940313597145968,0.0020878461063255664,8.205235197859476,0.0,5.470156798572984,21.880627194291936
sixth,2,2.3756072646070153e-05,15.36134412492953,5,NNP,2,"{'NNP', 'RB'}",0,sixth,sixth,six,2,10.940313597145968,0.004175692212651133,16.410470395718953,0.0,10.940313597145968,21.880627194291936
entering,2,2.3756072646070153e-05,15.36134412492953,8,VBG,1,{'VBG'},0,enter,enter,ent,2,10.940313597145968,0.0010052592363789764,3.950668798969377,0.0,2.735078399286492,21.880627194291936
semester,2,2.3756072646070153e-05,15.36134412492953,8,NN,1,{'NN'},0,semest,semest,semest,2,10.940313597145968,0.0010052592363789764,3.950668798969377,0.0,2.735078399286492,21.880627194291936
cite,2,2.3756072646070153e-05,15.36134412492953,4,VB,1,{'VB'},0,cite,cite,cit,2,10.940313597145968,0.0014846905644981807,5.83483391847785,0.0,3.646771199048656,21.880627194291936
listeners,2,2.3756072646070153e-05,15.36134412492953,9,NNS,1,{'NNS'},0,listen,listen,list,2,10.940313597145968,0.001237242137081817,4.862361598731541,0.0,3.646771199048656,21.880627194291936
reporters,2,2.3756072646070153e-05,15.36134412492953,9,NNS,1,{'NNS'},0,report,report,report,2,10.940313597145968,0.0008098312169990075,3.1826366828060997,0.0,2.1880627194291935,21.880627194291936
redo,2,2.3756072646070153e-05,15.36134412492953,4,VB,1,{'VB'},0,redo,redo,redo,2,10.940313597145968,0.004175692212651133,16.410470395718953,0.0,10.940313597145968,21.880627194291936
jumped,2,2.3756072646070153e-05,15.36134412492953,6,VBD,2,"{'VBN', 'VBD'}",0,jump,jump,jump,2,10.940313597145968,0.0016238803049198848,6.3818495983351475,0.0,3.646771199048656,21.880627194291936
gorgeous,2,2.3756072646070153e-05,15.36134412492953,8,JJ,1,{'JJ'},0,gorgeou,gorgeous,gorg,2,10.940313597145968,0.0013918974042170442,5.470156798572984,0.0,2.735078399286492,21.880627194291936
clarification,2,2.3756072646070153e-05,15.36134412492953,13,NN,1,{'NN'},0,clarif,clarif,clar,2,10.940313597145968,0.0034797435105426108,13.67539199643246,0.0,10.940313597145968,21.880627194291936
covered,2,2.3756072646070153e-05,15.36134412492953,7,VBN,1,{'VBN'},0,cover,cover,cov,2,10.940313597145968,0.0037117264112454516,14.587084796194624,0.0,10.940313597145968,21.880627194291936
phrased,2,2.3756072646070153e-05,15.36134412492953,7,VBD,1,{'VBD'},0,phrase,phrase,phrased,2,10.940313597145968,0.0033405537701209063,13.128376316575162,0.0,10.940313597145968,21.880627194291936
ninth,2,2.3756072646070153e-05,15.36134412492953,5,JJ,1,{'JJ'},0,ninth,ninth,nin,2,10.940313597145968,0.0033405537701209063,13.128376316575162,0.0,10.940313597145968,21.880627194291936
dealing,2,2.3756072646070153e-05,15.36134412492953,7,VBG,1,{'VBG'},0,deal,deal,deal,2,10.940313597145968,0.0016238803049198848,6.3818495983351475,0.0,5.470156798572984,21.880627194291936
forever,2,2.3756072646070153e-05,15.36134412492953,7,RB,1,{'RB'},0,forev,forev,forev,2,10.940313597145968,0.0037117264112454516,14.587084796194624,0.0,10.940313597145968,21.880627194291936
helicopter,2,2.3756072646070153e-05,15.36134412492953,10,NN,1,{'NN'},0,helicopt,helicopt,helicopt,2,10.940313597145968,0.0020878461063255664,8.205235197859476,0.0,5.470156798572984,21.880627194291936
refocus,2,2.3756072646070153e-05,15.36134412492953,7,NN,2,"{'VB', 'NN'}",0,refocu,refocus,refoc,2,10.940313597145968,0.001325616575444804,5.2096731414980795,0.0,3.646771199048656,21.880627194291936
powerful,2,2.3756072646070153e-05,15.36134412492953,8,JJ,1,{'JJ'},0,power,power,pow,2,10.940313597145968,0.0011599145035142036,4.55846399881082,0.0,2.735078399286492,21.880627194291936
effort,2,2.3756072646070153e-05,15.36134412492953,6,NN,1,{'NN'},0,effort,effort,effort,2,10.940313597145968,0.001948656365903862,7.658219518002177,0.0,5.470156798572984,21.880627194291936
mindful,2,2.3756072646070153e-05,15.36134412492953,7,JJ,1,{'JJ'},0,mind,mind,mind,2,10.940313597145968,0.0017895823768504856,7.033058741022408,0.0,5.470156798572984,21.880627194291936
established,2,2.3756072646070153e-05,15.36134412492953,11,VBD,2,"{'VBN', 'VBD'}",0,establish,establish,est,2,10.940313597145968,0.0034797435105426108,13.67539199643246,0.0,10.940313597145968,21.880627194291936
pain,2,2.3756072646070153e-05,15.36134412492953,4,NN,1,{'NN'},0,pain,pain,pain,2,10.940313597145968,0.0018558632056227258,7.293542398097312,0.0,3.646771199048656,21.880627194291936
dialogue,2,2.3756072646070153e-05,15.36134412492953,8,NN,1,{'NN'},0,dialogu,dialogu,dialog,2,10.940313597145968,0.000974328182951931,3.8291097590010885,0.0,2.735078399286492,21.880627194291936
becomes,2,2.3756072646070153e-05,15.36134412492953,7,VBZ,1,{'VBZ'},0,becom,becom,becom,2,10.940313597145968,0.001325616575444804,5.2096731414980795,0.0,3.646771199048656,21.880627194291936
dancing,2,2.3756072646070153e-05,15.36134412492953,7,NN,2,"{'VBG', 'NN'}",0,danc,danc,dant,2,10.940313597145968,0.004175692212651133,16.410470395718953,0.0,10.940313597145968,21.880627194291936
saving,2,2.3756072646070153e-05,15.36134412492953,6,VBG,1,{'VBG'},0,save,save,sav,2,10.940313597145968,0.0007423452822490904,2.917416959238925,0.0,1.823385599524328,21.880627194291936
proximity,2,2.3756072646070153e-05,15.36134412492953,9,NN,1,{'NN'},0,proxim,proxim,proxim,2,10.940313597145968,0.0008660694959572719,3.4036531191120787,0.0,2.1880627194291935,21.880627194291936
benefit,2,2.3756072646070153e-05,15.36134412492953,7,NN,1,{'NN'},0,benefit,benefit,benefit,2,10.940313597145968,0.000974328182951931,3.8291097590010885,0.0,2.735078399286492,21.880627194291936
stealing,2,2.3756072646070153e-05,15.36134412492953,8,VBG,1,{'VBG'},0,steal,steal,ste,2,10.940313597145968,0.0034797435105426108,13.67539199643246,0.0,10.940313597145968,21.880627194291936
managing,2,2.3756072646070153e-05,15.36134412492953,8,VBG,1,{'VBG'},0,manag,manag,man,2,10.940313597145968,0.0016702768850604531,6.564188158287581,0.0,5.470156798572984,21.880627194291936
dealt,2,2.3756072646070153e-05,15.36134412492953,5,VB,2,"{'VBN', 'VB'}",0,dealt,dealt,dealt,2,10.940313597145968,0.0017012079384874986,6.68574719825587,0.0,5.470156798572984,21.880627194291936
stance,2,2.3756072646070153e-05,15.36134412492953,6,NN,1,{'NN'},0,stanc,stanc,stant,2,10.940313597145968,0.0032477606098397695,12.763699196670295,0.0,10.940313597145968,21.880627194291936
abrasive,2,2.3756072646070153e-05,15.36134412492953,8,JJ,2,"{'NN', 'JJ'}",0,abras,abras,abras,2,10.940313597145968,0.0018558632056227258,7.293542398097312,0.0,3.646771199048656,21.880627194291936
interpretations,2,2.3756072646070153e-05,15.36134412492953,15,NNS,1,{'NNS'},0,interpret,interpret,interpret,2,10.940313597145968,0.0014846905644981807,5.83483391847785,0.0,3.646771199048656,21.880627194291936
facing,2,2.3756072646070153e-05,15.36134412492953,6,VBG,1,{'VBG'},0,face,face,fac,2,10.940313597145968,0.0020878461063255664,8.205235197859476,0.0,5.470156798572984,21.880627194291936
mid,2,2.3756072646070153e-05,15.36134412492953,3,JJ,2,"{'NN', 'JJ'}",0,mid,mid,mid,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
posing,2,2.3756072646070153e-05,15.36134412492953,6,VBG,1,{'VBG'},0,pose,pose,pos,2,10.940313597145968,0.0013918974042170442,5.470156798572984,0.0,3.646771199048656,21.880627194291936
misinterpreted,2,2.3756072646070153e-05,15.36134412492953,14,VBD,2,"{'VBN', 'VBD'}",0,misinterpret,misinterpret,misinterpret,2,10.940313597145968,0.0016238803049198848,6.3818495983351475,0.0,3.646771199048656,21.880627194291936
hm,2,2.3756072646070153e-05,15.36134412492953,2,NN,1,{'NN'},0,hm,hm,hm,2,10.940313597145968,0.005567589616868177,21.880627194291936,0.0,10.940313597145968,21.880627194291936
environments,2,2.3756072646070153e-05,15.36134412492953,12,NNS,1,{'NNS'},0,environ,environ,environ,2,10.940313597145968,0.0008119401524599424,3.1909247991675738,0.0,1.823385599524328,21.880627194291936
directive,2,2.3756072646070153e-05,15.36134412492953,9,JJ,1,{'JJ'},0,direct,direct,direct,2,10.940313597145968,0.0027837948084340884,10.940313597145968,0.0,5.470156798572984,21.880627194291936
tempting,2,2.3756072646070153e-05,15.36134412492953,8,VBG,1,{'VBG'},0,tempt,tempt,tempt,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
teacher's,2,2.3756072646070153e-05,15.36134412492953,9,JJ,2,"{'NNP', 'JJ'}",0,teacher',teacher,teacher's,2,10.940313597145968,0.0020878461063255664,8.205235197859476,0.0,5.470156798572984,21.880627194291936
honorific,2,2.3756072646070153e-05,15.36134412492953,9,JJ,2,"{'NN', 'JJ'}",0,honorif,honorif,hon,2,10.940313597145968,0.004175692212651133,16.410470395718953,0.0,10.940313597145968,21.880627194291936
extend,2,2.3756072646070153e-05,15.36134412492953,6,VB,1,{'VB'},0,extend,extend,extend,2,10.940313597145968,0.0008616507740391227,3.386287541973752,0.0,1.823385599524328,21.880627194291936
